Index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,yr_built,zipcode,clusters,cluster
16513,821000,3,2.75,2760,8476,1,1967,98040,2,mauve
16514,500000,4,2.75,3000,213008,1,1975,98038,3,purple
16515,885000,4,3.5,3310,6000,2,2010,98136,2,mauve
16516,360000,4,2,1630,10375,1,1968,98077,0,blush
16517,304000,3,1,900,7500,1,1972,98034,0,blush
16518,376000,2,1,880,2400,1,1918,98118,0,blush
16519,425000,4,1.5,1620,7875,1,1956,98008,3,purple
16520,1180500,3,1.75,1610,7200,1,1973,98112,1,pink
16521,187000,3,2.5,1730,1803,2,2005,98166,0,blush
16522,710000,2,1.5,1640,4080,1.5,1916,98105,2,mauve
16523,585000,3,1.75,1840,7350,1,1974,98033,3,purple
16524,1400000,5,4,4700,22326,2,2002,98006,1,pink
16525,1980000,4,3.5,4500,44384,1,1990,98004,1,pink
16526,250000,3,1.75,1780,35233,1,1979,98001,0,blush
16527,950000,4,2.75,3800,12200,2,1986,98006,2,mauve
16528,725000,3,2.5,2980,16996,2,1992,98075,2,mauve
16529,505000,4,2.5,2780,6369,1,1978,98034,3,purple
16530,90000,1,1,560,4120,1,1947,98106,0,blush
16531,400000,4,2,2060,3060,2,1968,98118,0,blush
16532,407000,3,1,1140,7785,1,1954,98177,0,blush
16533,651000,3,1.5,1890,4400,1.5,1919,98105,3,purple
16534,485000,3,2.25,2090,7450,1,1978,98155,3,purple
16535,460000,4,2.75,3460,13168,2,1932,98022,3,purple
16536,369000,2,1,1320,6135,1,1942,98126,0,blush
16537,355000,2,1,1240,27042,1,1943,98070,0,blush
16538,155000,2,1,810,4755,1,1980,98118,0,blush
16539,1000000,3,1,1880,5450,1.5,1924,98112,2,mauve
16540,419625,4,2.5,2680,11590,2,1988,98058,3,purple
16541,435000,3,2,2040,6880,2,1954,98133,3,purple
16542,379000,4,1.75,2180,7876,1,1977,98056,0,blush
16543,293000,4,2.25,1870,5371,2,2009,98038,0,blush
16544,592100,4,2.75,2310,7851,1,1989,98006,3,purple
16545,362000,3,1.75,1120,9730,1,1944,98011,0,blush
16546,227000,3,1,1340,10035,1,1959,98178,0,blush
16547,335500,3,1.75,1260,8487,1,1970,98011,0,blush
16548,213000,3,1.75,1200,55321,1.5,1977,98010,0,blush
16549,338000,5,2.5,2400,4496,2,2004,98042,0,blush
16550,163500,3,1,940,7200,1,1954,98002,0,blush
16551,199988,2,1,860,5000,1,1949,98178,0,blush
16552,1185000,3,2.25,2390,7875,1,1948,98105,1,pink
16553,320000,4,2.5,3130,5200,2,2005,98042,0,blush
16554,450000,6,2.25,3550,11780,1,1948,98125,3,purple
16555,249900,2,2,1470,2541,2,2005,98038,0,blush
16556,223000,2,1,910,9869,1,1957,98058,0,blush
16557,631000,4,4,2630,59586,1,1963,98055,3,purple
16558,350000,4,2.25,1780,10416,1,1963,98055,0,blush
16559,279000,3,1.75,1430,39160,1,1925,98065,0,blush
16560,310000,5,2,2730,7344,1,1962,98058,0,blush
16561,185000,2,1,900,8000,1,1954,98198,0,blush
16562,445000,3,2.5,1740,22089,1,1977,98070,3,purple
16563,365000,4,2.5,2905,4874,2,2003,98031,0,blush
16564,333500,3,1.5,2230,9120,1,1959,98146,0,blush
16565,385000,3,2.25,1680,8450,1,1960,98177,0,blush
16566,345000,3,1.5,1240,11200,1,1954,98006,0,blush
16567,1260000,3,3,3230,8625,2,1998,98116,1,pink
16568,440000,4,2.5,2560,10400,1,1965,98027,3,purple
16569,444500,3,2.5,2600,4724,2,2002,98065,3,purple
16570,340000,4,1,1200,11834,1,1972,98070,0,blush
16571,680000,4,1,1660,6075,1.5,1915,98117,2,mauve
16572,420000,3,1.75,1140,8558,1,1982,98033,3,purple
16573,438500,3,2.25,3050,10689,2,1988,98092,3,purple
16574,109500,2,1,800,10625,1,1942,98168,0,blush
16575,461000,4,2.75,1700,7495,1,1964,98133,3,purple
16576,968000,4,1.75,2630,9645,1,1963,98040,2,mauve
16577,355000,3,1.75,1960,7705,1,1950,98106,0,blush
16578,249000,3,1.5,1180,11579,1,1962,98058,0,blush
16579,256500,5,2.5,1960,7350,1,1969,98058,0,blush
16580,1810000,5,2.5,4250,20441,1,1984,98004,1,pink
16581,269000,3,2.25,1950,8661,1,1966,98023,0,blush
16582,1350000,4,3.5,3600,5217,2,1947,98112,1,pink
16583,885000,3,2.25,2060,9552,1,1975,98040,2,mauve
16584,455000,3,2,1640,9825,1,1971,98034,3,purple
16585,980000,4,2.5,2730,4800,1.5,1909,98119,2,mauve
16586,412500,3,1.75,1530,6300,1,1942,98126,3,purple
16587,740000,4,3.5,3060,4777,2,2007,98029,2,mauve
16588,1298000,4,2.25,2860,5658,2,1933,98199,1,pink
16589,326000,2,1.5,1030,798,3,2008,98103,0,blush
16590,568500,4,2.5,2460,4200,2,1998,98074,3,purple
16591,620000,4,2.5,2500,8282,2,2013,98056,3,purple
16592,283000,3,1.75,1830,7600,2,1947,98106,0,blush
16593,875000,6,3.25,2820,4536,2,1917,98105,2,mauve
16594,1310000,4,2.25,3750,5000,2,1924,98115,1,pink
16595,289950,3,2.5,2070,6145,2,2003,98092,0,blush
16596,252500,3,2.5,1780,7192,1,1974,98031,0,blush
16597,376000,4,2.25,2200,6750,1,1959,98056,0,blush
16598,635700,4,2.5,3240,13978,1,1977,98074,3,purple
16599,710000,4,2.5,2880,12349,2,1996,98075,2,mauve
16600,440000,3,1.75,1570,5120,1,1947,98177,3,purple
16601,439000,3,2.5,3180,7904,1,2006,98056,3,purple
16602,455000,2,1.5,1310,12196,1.5,1970,98052,3,purple
16603,225000,2,1,910,9612,1,1981,98058,0,blush
16604,250000,3,1,1460,10914,1,1959,98058,0,blush
16605,585000,4,3.25,3410,34939,2,1992,98027,3,purple
16606,685000,3,1.75,2720,4720,1.5,1925,98105,2,mauve
16607,420000,5,2.75,2280,10319,1,1959,98177,3,purple
16608,245000,2,1,670,1675,1,1960,98144,0,blush
16609,275000,4,2,1480,15000,1,1957,98055,0,blush
16610,270000,3,2,2330,8000,1,1986,98023,0,blush
16611,767250,4,3,2170,2500,2,1997,98115,2,mauve
16612,229000,3,2,1760,9900,1,1943,98166,0,blush
16613,400000,3,1,1240,4000,1.5,1928,98106,0,blush
16614,2195000,5,3.25,5210,35765,2.5,1911,98136,4,dark purple
16615,665000,5,2,2800,17788,1,1963,98033,3,purple
16616,500000,4,2.25,2060,44431,2,1988,98077,3,purple
16617,355500,5,2,2360,19899,1,1968,98010,0,blush
16618,369000,4,2.5,2370,6557,2,1998,98042,0,blush
16619,338500,2,1,720,6050,1,1951,98125,0,blush
16620,256000,3,1,950,4000,1,1949,98118,0,blush
16621,470000,3,2.5,1980,9725,2,1994,98045,3,purple
16622,675000,3,2.5,2540,7680,2,1940,98177,2,mauve
16623,369950,4,2.75,2760,7533,1,1997,98042,0,blush
16624,615000,5,3.5,2950,7980,2,2005,98065,3,purple
16625,1200690,5,3,3640,28531,2,1996,98006,1,pink
16626,950000,3,1.75,2150,3503,2,1921,98112,2,mauve
16627,799500,4,2.5,2760,5750,2,1993,98112,2,mauve
16628,187000,2,1,840,11600,1,1952,98168,0,blush
16629,598000,5,2.25,2890,12478,2,1977,98074,3,purple
16630,429950,3,2.25,2060,10160,1,1967,98155,3,purple
16631,347950,5,2.25,1700,13500,1.5,1962,98059,0,blush
16632,851000,3,2.5,3560,107290,2,1987,98053,2,mauve
16633,205000,3,1,1210,10185,1,1957,98146,0,blush
16634,225000,3,2.25,1590,9200,1,1979,98092,0,blush
16635,705000,4,2.25,2620,10536,1,1979,98075,2,mauve
16636,535000,5,2.5,3190,6178,2,2003,98059,3,purple
16637,222500,3,2,1450,9044,2,1990,98022,0,blush
16638,313500,2,1.5,1270,1282,2,2006,98106,0,blush
16639,632000,3,2.25,2730,7521,2,1992,98011,3,purple
16640,467000,3,2,1840,3432,2,2012,98155,3,purple
16641,339000,3,2.25,1970,7210,1,1978,98030,0,blush
16642,712000,3,2.75,3200,6699,2,2004,98075,2,mauve
16643,335000,3,1,1060,10050,1,1967,98028,0,blush
16644,470000,3,3.25,1740,1693,2,2007,98116,3,purple
16645,367000,3,1,810,7000,1,1968,98052,0,blush
16646,440500,3,2.5,2460,4399,2,2007,98065,3,purple
16647,305000,4,1,2100,9288,1,1968,98058,0,blush
16648,635000,3,1.75,1530,5000,1,1948,98117,3,purple
16649,1020000,3,2.25,1670,4800,1.5,1903,98119,2,mauve
16650,342000,2,2.5,1175,1366,2,2005,98103,0,blush
16651,283000,3,2.25,2130,8800,1,1978,98030,0,blush
16652,430000,4,2.75,2470,50123,1,1978,98022,3,purple
16653,245000,4,2.5,1700,4268,2,2000,98001,0,blush
16654,355500,3,2.5,2600,5540,2,2004,98038,0,blush
16655,395000,3,1,1460,5000,1,1934,98115,0,blush
16656,324900,4,2.25,2010,7280,2,1988,98032,0,blush
16657,660000,3,1.75,1320,5750,1.5,1918,98116,3,purple
16658,570000,3,2.5,3150,20189,2,1990,98058,3,purple
16659,552321,3,2.5,1960,8469,2,1984,98052,3,purple
16660,1100000,2,1.75,2050,11900,1,1950,98004,2,mauve
16661,237000,3,1.5,1800,9216,1,1950,98001,0,blush
16662,402000,2,1,1210,5600,1.5,1922,98136,0,blush
16663,470000,3,2.25,1830,39165,1,1963,98027,3,purple
16664,395900,3,1.75,1880,8706,1,1927,98155,0,blush
16665,442000,2,1.75,860,5535,1,1948,98103,3,purple
16666,795000,4,2.75,2890,16397,2,1997,98077,2,mauve
16667,190500,3,2,1390,10155,1,1980,98003,0,blush
16668,808000,4,2.75,3340,7230,2,1996,98027,2,mauve
16669,500000,4,2.5,2040,6685,2,1998,98133,3,purple
16670,775000,4,2.75,3010,15992,2,1996,98075,2,mauve
16671,300000,5,1.75,2110,8500,1,1962,98133,0,blush
16672,496000,5,1.75,2110,8500,1,1962,98133,3,purple
16673,448000,4,2.5,2510,6853,2,2006,98038,3,purple
16674,645000,2,2.25,2770,11884,1,1969,98070,3,purple
16675,464600,3,1.75,1120,5500,1.5,1925,98136,3,purple
16676,590000,3,1,1530,2370,2,1901,98122,3,purple
16677,399000,3,2.5,1800,3300,2,2004,98118,0,blush
16678,305000,2,1,1030,6000,1,1925,98118,0,blush
16679,478000,3,1.75,1210,6175,1,1976,98034,3,purple
16680,598800,1,1,1090,32010,1,1958,98014,3,purple
16681,430000,4,2.25,1790,7203,1,1973,98155,3,purple
16682,433000,4,1.5,1550,5053,1,1963,98118,3,purple
16683,420000,4,2.75,2400,20000,1,1961,98058,3,purple
16684,585000,4,1.75,2470,131790,2,1937,98070,3,purple
16685,255000,3,1,1170,7395,1,1969,98055,0,blush
16686,305000,3,1,1120,10125,1,1961,98059,0,blush
16687,396000,4,1,1040,4420,1.5,1944,98117,0,blush
16688,347500,4,2.5,2460,7350,2,1989,98023,0,blush
16689,900000,4,2.5,3690,11468,2,1987,98027,2,mauve
16690,425000,3,1.75,1960,43332,1,1982,98077,3,purple
16691,429000,3,2.5,1920,15124,2,1995,98045,3,purple
16692,540000,3,2.25,1670,3135,2,2002,98199,3,purple
16693,324950,3,2,1340,9750,1,1974,98024,0,blush
16694,1049000,3,2.25,2610,3357,2,1926,98112,2,mauve
16695,221000,4,1.75,1540,7200,1,1966,98003,0,blush
16696,405000,3,2,1640,7201,1,1948,98125,0,blush
16697,1150000,3,2.5,2100,15120,1,1953,98004,1,pink
16698,588000,4,1.75,1930,7245,1,1972,98008,3,purple
16699,234950,3,2,1430,10850,1,1994,98001,0,blush
16700,580000,4,1.5,2430,4995,1.5,1928,98144,3,purple
16701,637000,5,3,2460,7240,1,1991,98006,3,purple
16702,704000,4,2.25,2490,6973,1,1953,98199,2,mauve
16703,210000,2,1,880,9750,1,1938,98168,0,blush
16704,772000,4,2.5,2110,3750,2,2000,98117,2,mauve
16705,763000,4,1.75,1850,4388,2,1941,98117,2,mauve
16706,213500,2,1.5,2060,7713,1.5,1930,98030,0,blush
16707,255000,2,1,1360,9367,1,1924,98155,0,blush
16708,423500,3,2,2000,10490,1,1978,98033,3,purple
16709,520000,3,1.5,1810,18483,1,1954,98177,3,purple
16710,550000,3,2.75,2230,14400,1,1977,98075,3,purple
16711,795000,3,2.75,1820,7517,1,1997,98116,2,mauve
16712,495000,4,3,2740,2811,2,2003,98072,3,purple
16713,455000,4,2.5,2710,6558,2,1997,98058,3,purple
16714,85000,2,1,910,9753,1,1947,98032,0,blush
16715,239000,4,2,1980,10585,1.5,1924,98055,0,blush
16716,184900,3,1,1040,10080,1,1959,98023,0,blush
16717,386000,4,2.25,2810,8560,1,1979,98058,0,blush
16718,415000,4,2.5,2000,5962,2,1999,98133,3,purple
16719,387000,3,1,1530,6372,1,1962,98118,0,blush
16720,2140000,6,4,5110,7128,2.5,1906,98112,1,pink
16721,685000,4,2.25,3133,16197,2,1965,98166,2,mauve
16722,340000,4,2.5,2020,32710,1,1941,98168,0,blush
16723,422000,2,1,750,4000,1,1926,98118,3,purple
16724,442000,3,2.5,1980,39932,2,1994,98011,3,purple
16725,280000,3,1,1200,6250,1,1943,98168,0,blush
16726,1150000,5,2.5,3580,8921,2,2000,98033,1,pink
16727,279000,3,2.5,2010,11618,2,1990,98022,0,blush
16728,569000,4,2,1730,3884,1,1924,98103,3,purple
16729,1355000,5,3.5,5960,13703,2,1984,98008,1,pink
16730,209950,2,1,860,5080,1,1960,98032,0,blush
16731,468000,3,1.5,1370,7697,1,1939,98177,3,purple
16732,237100,3,1.75,1360,9603,1,1963,98198,0,blush
16733,336000,4,2.5,2530,8169,2,1993,98003,0,blush
16734,500000,4,2,1680,3813,2,1900,98144,3,purple
16735,290000,3,2.5,1580,6860,2,1995,98055,0,blush
16736,1185000,7,3.5,3890,8342,2,1968,98117,1,pink
16737,365000,5,2,1600,4168,1.5,1927,98126,0,blush
16738,146300,3,1,1200,9668,1,1975,98092,0,blush
16739,554000,3,1.75,1760,10780,1,1977,98005,3,purple
16740,424000,3,2,1670,7700,1,1972,98034,3,purple
16741,1348000,4,3.5,4640,9827,2,2007,98027,1,pink
16742,508500,4,1.5,1800,6750,1.5,1950,98115,3,purple
16743,244500,3,1.75,1210,8864,1,1985,98042,0,blush
16744,206000,2,2.5,1280,1566,2,2005,98055,0,blush
16745,643500,3,2,1650,7104,2,1945,98177,3,purple
16746,372500,4,1.75,1590,10523,2,1922,98133,0,blush
16747,630000,5,2,1900,5000,1,1957,98107,3,purple
16748,418000,2,2.5,1500,3608,2,2005,98029,3,purple
16749,425000,4,2.5,2689,6688,2,2006,98030,3,purple
16750,800000,4,2.75,3250,5500,2,2007,98027,2,mauve
16751,208000,2,1,960,13438,1,1951,98168,0,blush
16752,476000,3,1.75,1650,9600,1,1977,98075,3,purple
16753,277500,3,2.5,1690,5171,2,2003,98023,0,blush
16754,478000,3,1.75,2790,36585,1,1970,98027,3,purple
16755,890000,4,2.75,2310,4020,3,1979,98122,2,mauve
16756,450000,3,3.5,1790,1288,3,2000,98199,3,purple
16757,205000,3,1,1230,8750,1,1965,98003,0,blush
16758,665000,3,2,1620,2640,1.5,1929,98115,3,purple
16759,518000,4,2.75,2440,12051,1,1966,98133,3,purple
16760,465000,4,2.25,2100,7350,2,1979,98033,3,purple
16761,330000,3,2.5,3040,7232,2,2003,98092,0,blush
16762,449400,4,3,2490,5064,2,2007,98056,3,purple
16763,829000,3,2.75,2690,10443,1,2007,98053,2,mauve
16764,450000,4,1.75,2190,9752,1,1964,98034,3,purple
16765,310000,3,1.75,1490,9120,1,1959,98059,0,blush
16766,615000,3,2.25,2530,45234,2,1985,98072,3,purple
16767,605000,3,2,2060,4040,1,1947,98103,3,purple
16768,437500,3,2.25,1970,35100,2,1977,98027,3,purple
16769,545000,3,1.75,1400,4000,1.5,1925,98117,3,purple
16770,770000,3,2.5,3680,35617,1,1985,98052,2,mauve
16771,600000,5,2.25,3000,13899,2,1975,98052,3,purple
16772,560000,3,1,1440,5000,2,1910,98103,3,purple
16773,1920000,5,5.75,7730,230868,2,2004,98077,1,pink
16774,457000,3,1,1170,3348,1.5,1924,98117,3,purple
16775,585000,2,1,1770,8640,1.5,1949,98117,3,purple
16776,560000,3,2,1860,13374,1,1985,98027,3,purple
16777,345000,2,1,770,3008,1,1917,98116,0,blush
16778,550000,4,3.5,3820,17745,2,1955,98108,3,purple
16779,589950,4,2.5,3190,8195,2,2006,98038,3,purple
16780,327000,3,1.5,1320,13200,1,1970,98059,0,blush
16781,800000,2,2.25,1730,31491,2,1947,98070,2,mauve
16782,150000,3,1,1010,25000,1,1966,98014,0,blush
16783,425000,2,2.5,1140,1182,3,2007,98107,3,purple
16784,350000,3,1,860,7030,1,1973,98034,0,blush
16785,273000,3,1.75,1540,10545,2,1978,98045,0,blush
16786,750000,4,2.25,2160,9525,1,1961,98040,2,mauve
16787,240000,3,1.5,1450,9477,1,1963,98031,0,blush
16788,400000,3,1.75,1830,9620,1,1978,98023,0,blush
16789,230000,3,1.5,1630,6625,1,1980,98023,0,blush
16790,372000,4,2.5,2500,8215,2,1990,98031,0,blush
16791,459500,3,1.75,1470,4950,1,1984,98133,3,purple
16792,582000,3,2.5,2380,19860,2,1995,98056,3,purple
16793,465000,4,2.5,2170,7700,1,1969,98034,3,purple
16794,386000,3,2,2120,7560,1,1991,98058,0,blush
16795,546000,3,2.5,1530,3464,2,1998,98007,3,purple
16796,278000,3,1.75,2710,9088,1,1965,98001,0,blush
16797,540000,3,2.5,2860,8935,2,2004,98065,3,purple
16798,529000,4,1.75,2800,90169,2,1934,98065,3,purple
16799,554000,4,1,1120,7104,1.5,1946,98177,3,purple
16800,210000,3,1,1730,7210,1,1963,98001,0,blush
16801,225000,2,1,1010,5408,1,1926,98032,0,blush
16802,561600,4,2.5,2350,6624,2,1990,98074,3,purple
16803,300000,6,5.25,2860,5682,2,1978,98002,0,blush
16804,1650000,4,3.5,4285,9567,2,1946,98199,1,pink
16805,1017100,4,3.75,4060,19290,2,2002,98074,2,mauve
16806,150000,3,1,1310,9612,1,1962,98001,0,blush
16807,400950,2,1.75,2320,6250,1,1948,98136,0,blush
16808,620000,4,2.25,2210,8101,2,1985,98074,3,purple
16809,449000,4,2.75,2090,14141,1.5,1941,98166,3,purple
16810,630000,4,2.5,2240,4025,1,1926,98115,3,purple
16811,336000,2,1,1180,7200,1,1949,98133,0,blush
16812,299950,4,1.75,1560,31299,1,1965,98092,0,blush
16813,352500,4,2,1970,7451,1,1962,98133,0,blush
16814,150000,2,1,840,12750,1,1925,98055,0,blush
16815,175000,2,1,840,12750,1,1925,98055,0,blush
16816,305000,3,2,1830,10873,1,1989,98023,0,blush
16817,2574000,4,3.75,4475,20424,2,1999,98033,4,dark purple
16818,607500,3,1.5,1800,4700,1,1941,98117,3,purple
16819,505000,2,1,1250,5040,1,1920,98117,3,purple
16820,280500,3,1.75,2440,10179,1,1962,98198,0,blush
16821,610000,3,2.5,2910,12283,2,1993,98058,3,purple
16822,381000,5,2.75,3060,6895,2,2003,98042,0,blush
16823,482000,5,2.25,2230,9600,1,1978,98077,3,purple
16824,379950,3,1,1270,6900,1,1977,98034,0,blush
16825,2500000,4,4.5,4300,19844,2,1985,98039,4,dark purple
16826,425000,3,2.25,1580,39189,1,1992,98053,3,purple
16827,580000,4,2.25,2570,36465,2,1980,98053,3,purple
16828,605000,2,1,860,6510,1,1952,98004,3,purple
16829,194000,1,1,820,1060,1,2007,98126,0,blush
16830,546200,4,2.25,2090,8579,2,1987,98074,3,purple
16831,1395000,4,3.5,3560,16782,2,2014,98040,1,pink
16832,315000,3,1.75,1860,9629,1,1961,98059,0,blush
16833,465000,3,1.5,900,8690,1.5,1941,98116,3,purple
16834,330000,2,1,1160,32251,1,1963,98010,0,blush
16835,795000,4,2.75,3100,7501,2,1998,98052,2,mauve
16836,265000,4,2.25,2300,9100,1,1977,98058,0,blush
16837,1300000,4,2.5,3110,11857,2,1990,98117,1,pink
16838,126500,3,1,1130,12212,1,1942,98146,0,blush
16839,760000,4,2.5,2920,7901,2,2004,98052,2,mauve
16840,540000,2,1.25,1230,1569,2,2009,98112,3,purple
16841,446000,5,2.75,2190,12687,1,1978,98028,3,purple
16842,170000,1,0.75,850,5600,1,1903,98019,0,blush
16843,379000,3,2.5,1500,7420,1,1972,98034,0,blush
16844,1400000,9,4,4620,5508,2.5,1915,98105,1,pink
16845,800000,4,2.75,3150,7035,2,2004,98075,2,mauve
16846,260000,3,1,1300,10139,1,1962,98042,0,blush
16847,820000,5,2.5,3160,8000,1,1960,98040,2,mauve
16848,449950,3,1.75,2070,96703,1,1999,98092,3,purple
16849,392000,3,2.25,1790,7125,1,1974,98034,0,blush
16850,465000,3,2.5,1650,4636,2,1999,98075,3,purple
16851,449950,4,2.5,2070,7312,1,1977,98052,3,purple
16852,520000,3,1.5,1580,8841,1.5,1923,98103,3,purple
16853,546800,4,2.25,2170,10000,1,1975,98008,3,purple
16854,825000,4,2.75,2220,11925,1,1953,98004,2,mauve
16855,337000,3,1.75,1440,11364,1,1985,98155,0,blush
16856,333000,2,1,720,6686,1,1942,98117,0,blush
16857,380000,2,2,1120,780,2,2004,98116,0,blush
16858,280000,3,2.5,1970,8426,2,1992,98003,0,blush
16859,202000,3,1.5,1420,9081,1,1990,98022,0,blush
16860,585000,4,2.5,2250,4119,2,2001,98075,3,purple
16861,435000,4,2,2630,9663,1,1956,98056,3,purple
16862,1200000,4,3.5,4740,172497,2,2003,98053,1,pink
16863,364000,2,2.25,1280,2574,2,1992,98144,0,blush
16864,300000,3,1,1260,8280,1,1946,98115,0,blush
16865,558000,2,1.75,1930,4601,1,2006,98053,3,purple
16866,199950,1,1.5,1048,4800,1,1942,98055,0,blush
16867,515000,3,2.25,1640,8400,1,1962,98006,3,purple
16868,590000,4,2.5,2380,4950,2,2004,98136,3,purple
16869,813500,4,2,2530,15520,1,1964,98005,2,mauve
16870,725000,4,2.5,2700,25870,2,1992,98033,2,mauve
16871,490000,3,2.25,2330,3600,1.5,1971,98074,3,purple
16872,277000,3,2.25,2160,9612,2,1994,98022,0,blush
16873,325000,4,1.5,1470,70800,1,1976,98010,0,blush
16874,649800,4,2.5,2280,9827,2,1995,98033,3,purple
16875,425000,3,1,1280,3200,1.5,1903,98122,3,purple
16876,460000,2,1,850,4650,1,1975,98117,3,purple
16877,750000,3,3.25,4610,81935,2,1984,98074,2,mauve
16878,469000,5,2.5,2690,11745,1,1960,98177,3,purple
16879,566000,4,1.75,2440,5000,1,1954,98117,3,purple
16880,407500,3,2.5,1930,10460,2,1996,98059,0,blush
16881,353500,2,1,800,8775,1,1942,98125,0,blush
16882,524000,3,2.25,2430,73151,1,1974,98059,3,purple
16883,264950,4,2.5,1990,9656,2,1994,98010,0,blush
16884,547500,3,2.5,2550,10355,2,1990,98011,3,purple
16885,264500,3,2.25,1370,7087,2,1993,98038,0,blush
16886,507500,3,2,2020,8118,1,1963,98008,3,purple
16887,560000,3,3.5,1560,2198,2,2006,98116,3,purple
16888,995000,5,4,5610,22529,2,1996,98072,2,mauve
16889,835000,6,2,3560,5120,2.5,1900,98122,2,mauve
16890,440000,3,1.5,2120,6290,1,1949,98108,3,purple
16891,1015000,3,2.5,2920,5629,1,1955,98199,2,mauve
16892,300000,2,1,1340,7788,1,1947,98178,0,blush
16893,125000,3,1,1230,4800,1.5,1916,98117,0,blush
16894,986000,4,3.5,2840,5900,2,1910,98118,2,mauve
16895,315000,4,2.5,2080,5650,1,1950,98178,0,blush
16896,320000,4,2.5,2070,7007,2,1996,98031,0,blush
16897,972000,4,3.25,4010,13797,2,2003,98059,2,mauve
16898,760000,3,2.5,2190,10000,1,1957,98040,2,mauve
16899,265000,4,3,1730,7264,2,1920,98168,0,blush
16900,355000,2,1,1250,4558,1,1948,98126,0,blush
16901,300000,3,1,1300,20812,1,1927,98106,0,blush
16902,474950,5,2.5,2080,8347,1,1975,98034,3,purple
16903,470000,4,2,2180,17180,2,1977,98014,3,purple
16904,437500,3,1,1630,16393,1,1969,98033,3,purple
16905,520000,2,1.5,1840,3825,1,1928,98117,3,purple
16906,237600,2,1,1370,11584,1,1950,98198,0,blush
16907,162950,2,1,950,2784,1,1972,98198,0,blush
16908,457000,3,1.75,1690,6375,1,1903,98024,3,purple
16909,635000,3,2.5,1780,11000,1,1980,98006,3,purple
16910,735000,4,3,2840,4120,1.5,1931,98118,2,mauve
16911,910000,2,2.5,2000,5150,2,1992,98034,2,mauve
16912,346500,3,3.25,1570,2048,2,2006,98126,0,blush
16913,655000,4,2.5,2370,9517,1,1984,98074,3,purple
16914,425000,3,1.75,1610,144619,1,1977,98024,3,purple
16915,137000,3,1,1300,10125,1,1959,98002,0,blush
16916,557500,3,2.5,2620,11056,2,1988,98011,3,purple
16917,415000,4,2.25,3060,48787,2,1992,98010,3,purple
16918,830000,5,2.25,2780,10192,2,1978,98007,2,mauve
16919,949000,4,3,4270,85643,2,1991,98077,2,mauve
16920,420000,3,1,1310,3963,1,1986,98052,3,purple
16921,353000,2,1,1100,7500,1,1951,98125,0,blush
16922,560000,3,1.75,1480,383328,1.5,1980,98019,3,purple
16923,445700,3,2.5,1270,1180,3,2001,98107,3,purple
16924,226000,4,1,1270,6459,1.5,1918,98118,0,blush
16925,358000,3,1,890,9870,1,1960,98056,0,blush
16926,501000,3,1.75,1480,8667,1,1954,98006,3,purple
16927,609000,4,2.5,3240,23870,1,1972,98155,3,purple
16928,734950,4,3.25,4280,47179,2,2002,98092,2,mauve
16929,725000,5,2.5,3210,12000,1,1968,98007,2,mauve
16930,350500,3,2.25,1870,7200,1,1975,98072,0,blush
16931,610000,5,2.5,3990,3839,1,1962,98112,3,purple
16932,605125,2,1,1160,5029,1,1940,98115,3,purple
16933,1388000,4,2.25,2940,20384,2,1970,98004,1,pink
16934,550000,3,2.25,1850,37264,2,1981,98053,3,purple
16935,335000,2,1.75,1060,1202,2,2003,98136,0,blush
16936,397000,3,2,1100,9165,1,1969,98034,0,blush
16937,240000,3,2,1190,10299,1,1994,98010,0,blush
16938,240000,3,2,1030,11118,1,1970,98003,0,blush
16939,262500,2,1.5,1140,14373,1,1949,98011,0,blush
16940,440000,3,1.5,2260,5300,1,1940,98103,3,purple
16941,160000,3,1,1140,3240,1.5,1910,98014,0,blush
16942,427000,4,1,1860,4736,1.5,1901,98112,3,purple
16943,920000,4,3.5,4080,10666,2,2005,98053,2,mauve
16944,2300000,4,2.5,3280,7100,2,1911,98119,4,dark purple
16945,480000,4,2.5,2870,35757,2,1977,98077,3,purple
16946,615000,4,1.75,2300,11700,1,1977,98052,3,purple
16947,736500,3,2,2230,4800,1.5,1915,98199,2,mauve
16948,542500,3,2.5,1920,1649,2.5,2004,98116,3,purple
16949,191000,2,1,700,5000,1,1952,98056,0,blush
16950,730000,4,2.5,2740,11975,2,1991,98074,2,mauve
16951,1225000,5,2.25,3440,5000,2,1901,98122,1,pink
16952,129000,1,1,650,15364,1,1967,98042,0,blush
16953,284000,3,1.5,1500,10018,1,1957,98058,0,blush
16954,645000,3,2.5,2490,5978,2,2003,98074,3,purple
16955,218000,3,1.5,1330,7600,1,1968,98023,0,blush
16956,675000,4,3.5,3190,6875,2,1999,98034,2,mauve
16957,575000,3,2.5,1590,2910,2,1984,98115,3,purple
16958,225000,2,1,830,5720,1,1950,98133,0,blush
16959,626000,3,2.25,1810,5107,2,1989,98033,3,purple
16960,499950,4,2.5,2910,20067,2,2001,98168,3,purple
16961,405000,4,1.75,2180,13529,1,1956,98155,0,blush
16962,152500,3,1,1090,3523,1,1969,98092,0,blush
16963,325000,4,2.5,2160,6825,2,1994,98031,0,blush
16964,475300,3,1,2110,10005,1,1924,98033,3,purple
16965,485000,3,1.75,2180,7318,1,1967,98126,3,purple
16966,720000,3,2.5,2100,2200,2,1919,98122,2,mauve
